basin_name	lake_id	date	julian	year	adult	subadult	fish
Sixty_Lakes	11064	8/15/2005	38579	2005	154	180	No
Sixty_Lakes	11064	9/15/2005	38610	2005	223	79	No
Sixty_Lakes	11064	8/15/2006	38944	2006	309	87	No
Sixty_Lakes	11064	8/25/2006	38954	2006	280	77	No
Sixty_Lakes	11064	9/16/2006	38976	2006	229	69	No
Sixty_Lakes	11065	8/22/2004	38221	2004	12	12	No
Sixty_Lakes	11065	7/15/2005	38548	2005	10	2	No
Sixty_Lakes	11065	8/4/2005	38568	2005	7	2	No
Sixty_Lakes	11065	8/15/2005	38579	2005	2	0	No
Sixty_Lakes	11065	9/15/2005	38610	2005	2	0	No
Sixty_Lakes	11065	8/15/2006	38944	2006	2	0	No
Sixty_Lakes	11065	8/25/2006	38954	2006	1	0	No
Sixty_Lakes	11065	9/16/2006	38976	2006	3	0	No
Sixty_Lakes	11066	8/4/2005	38568	2005	38	10	No
Sixty_Lakes	11066	8/24/2006	38953	2006	0	0	No
Sixty_Lakes	11067	8/4/2005	38568	2005	0	0	No
Sixty_Lakes	11068	8/18/2004	38217	2004	75	48	No
Sixty_Lakes	11068	8/22/2004	38221	2004	67	32	No
Sixty_Lakes	11068	7/15/2005	38548	2005	72	15	No
Sixty_Lakes	11068	7/25/2005	38558	2005	31	22	No
Sixty_Lakes	11068	8/15/2005	38579	2005	88	12	No
Sixty_Lakes	11068	9/15/2005	38610	2005	80	18	No
Sixty_Lakes	11068	8/15/2006	38944	2006	54	12	No
Sixty_Lakes	11068	8/23/2006	38952	2006	29	11	No
Sixty_Lakes	11068	9/6/2006	38966	2006	22	9	No
Sixty_Lakes	11069	8/18/2004	38217	2004	92	86	No
Sixty_Lakes	11069	9/22/2004	38252	2004	45	22	No
Sixty_Lakes	11069	7/25/2005	38558	2005	21	14	No
Sixty_Lakes	11069	8/15/2005	38579	2005	53	25	No
Sixty_Lakes	11069	9/15/2005	38610	2005	45	22	No
Sixty_Lakes	11069	8/15/2006	38944	2006	22	12	No
Sixty_Lakes	11069	8/23/2006	38952	2006	28	11	No
Sixty_Lakes	11069	9/16/2006	38976	2006	12	13	No
Sixty_Lakes	11070	8/22/2004	38221	2004	89	43	No
Sixty_Lakes	11070	7/15/2005	38548	2005	119	54	No
Sixty_Lakes	11070	8/15/2005	38579	2005	129	44	No
Sixty_Lakes	11070	9/15/2005	38610	2005	89	27	No
Sixty_Lakes	11070	8/15/2006	38944	2006	129	49	No
Sixty_Lakes	11070	8/23/2006	38952	2006	28	61	No
Sixty_Lakes	11070	9/16/2006	38976	2006	22	25	No
Sixty_Lakes	11071	8/1/2004	38200	2004	1	5	Yes
Sixty_Lakes	11071	8/1/2005	38565	2005	1	5	Yes
Sixty_Lakes	11071	8/23/2006	38952	2006	2	2	Yes
Sixty_Lakes	11072	8/2/2005	38566	2005	1	0	Yes
Sixty_Lakes	11072	8/24/2006	38953	2006	0	0	Yes
Sixty_Lakes	11073	8/24/2006	38953	2006	0	0	Yes
Sixty_Lakes	11074	8/18/2004	38217	2004	4	3	No
Sixty_Lakes	11074	8/22/2004	38221	2004	35	12	No
Sixty_Lakes	11074	7/15/2005	38548	2005	29	15	No
Sixty_Lakes	11074	8/15/2005	38579	2005	2	17	No
Sixty_Lakes	11074	9/15/2005	38610	2005	1	8	No
Sixty_Lakes	11074	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074	8/24/2006	38953	2006	0	0	No
Sixty_Lakes	11074	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.1	8/22/2004	38221	2004	4	0	No
Sixty_Lakes	11074.1	8/28/2004	38227	2004	6	0	No
Sixty_Lakes	11074.1	7/15/2005	38548	2005	2	0	No
Sixty_Lakes	11074.1	8/2/2005	38566	2005	12	1	No
Sixty_Lakes	11074.1	8/15/2005	38579	2005	7	0	No
Sixty_Lakes	11074.1	9/15/2005	38610	2005	3	0	No
Sixty_Lakes	11074.1	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.1	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.2	8/22/2004	38221	2004	1	0	No
Sixty_Lakes	11074.2	7/15/2005	38548	2005	1	0	No
Sixty_Lakes	11074.2	8/2/2005	38566	2005	6	0	No
Sixty_Lakes	11074.2	8/15/2005	38579	2005	2	0	No
Sixty_Lakes	11074.2	9/15/2005	38610	2005	0	0	No
Sixty_Lakes	11074.2	8/15/2006	38944	2006	8	0	No
Sixty_Lakes	11074.2	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.3	8/22/2004	38221	2004	3	0	No
Sixty_Lakes	11074.3	7/15/2005	38548	2005	5	0	No
Sixty_Lakes	11074.3	8/2/2005	38566	2005	5	0	No
Sixty_Lakes	11074.3	8/15/2005	38579	2005	2	0	No
Sixty_Lakes	11074.3	9/15/2005	38610	2005	0	0	No
Sixty_Lakes	11074.3	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.3	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.4	8/22/2004	38221	2004	2	0	No
Sixty_Lakes	11074.4	7/15/2005	38548	2005	1	0	No
Sixty_Lakes	11074.4	8/2/2005	38566	2005	5	0	No
Sixty_Lakes	11074.4	8/15/2005	38579	2005	3	0	No
Sixty_Lakes	11074.4	9/15/2005	38610	2005	2	0	No
Sixty_Lakes	11074.4	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.4	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.5	8/22/2004	38221	2004	1	0	No
Sixty_Lakes	11074.5	7/15/2005	38548	2005	0	0	No
Sixty_Lakes	11074.5	8/2/2005	38566	2005	15	5	No
Sixty_Lakes	11074.5	8/15/2005	38579	2005	0	0	No
Sixty_Lakes	11074.5	9/15/2005	38610	2005	0	0	No
Sixty_Lakes	11074.5	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.5	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.6	8/22/2004	38221	2004	4	0	No
Sixty_Lakes	11074.6	7/15/2005	38548	2005	8	2	No
Sixty_Lakes	11074.6	8/2/2005	38566	2005	22	14	No
Sixty_Lakes	11074.6	8/15/2005	38579	2005	9	0	No
Sixty_Lakes	11074.6	9/15/2005	38610	2005	25	6	No
Sixty_Lakes	11074.6	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.6	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.7	8/22/2004	38221	2004	7	2	No
Sixty_Lakes	11074.7	7/15/2005	38548	2005	17	0	No
Sixty_Lakes	11074.7	8/2/2005	38566	2005	18	10	No
Sixty_Lakes	11074.7	8/15/2005	38579	2005	10	0	No
Sixty_Lakes	11074.7	9/15/2005	38610	2005	12	0	No
Sixty_Lakes	11074.7	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.7	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11074.8	8/22/2004	38221	2004	2	0	No
Sixty_Lakes	11074.8	7/15/2005	38548	2005	2	0	No
Sixty_Lakes	11074.8	8/2/2005	38566	2005	9	7	No
Sixty_Lakes	11074.8	8/15/2005	38579	2005	5	0	No
Sixty_Lakes	11074.8	9/15/2005	38610	2005	12	2	No
Sixty_Lakes	11074.8	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11074.8	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11075	8/22/2004	38221	2004	42	10	No
Sixty_Lakes	11075	7/15/2005	38548	2005	34	12	No
Sixty_Lakes	11075	8/15/2005	38579	2005	22	12	No
Sixty_Lakes	11075	9/15/2005	38610	2005	1	0	No
Sixty_Lakes	11075	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11075	8/24/2006	38953	2006	0	4	No
Sixty_Lakes	11075	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11075.1	8/2/2005	38566	2005	17	5	No
Sixty_Lakes	11075.1	8/24/2006	38953	2006	0	0	No
Sixty_Lakes	11075.2	8/22/2004	38221	2004	5	0	No
Sixty_Lakes	11075.2	7/15/2005	38548	2005	7	0	No
Sixty_Lakes	11075.2	8/15/2005	38579	2005	3	0	No
Sixty_Lakes	11075.2	9/15/2005	38610	2005	1	0	No
Sixty_Lakes	11075.2	8/15/2006	38944	2006	0	0	No
Sixty_Lakes	11075.2	8/24/2006	38953	2006	0	0	No
Sixty_Lakes	11075.2	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	11076	8/2/2005	38566	2005	0	0	Yes
Sixty_Lakes	11076	8/24/2006	38953	2006	0	0	Yes
Sixty_Lakes	11077	8/1/2005	38565	2005	0	0	Yes
Sixty_Lakes	11078	8/1/2005	38565	2005	0	0	Yes
Sixty_Lakes	11079	8/1/2005	38565	2005	0	0	Yes
Sixty_Lakes	11080	8/18/2004	38217	2004	3	20	No
Sixty_Lakes	11080	8/1/2005	38565	2005	0	0	No
Sixty_Lakes	11080	8/23/2006	38952	2006	0	0	No
Sixty_Lakes	11081	8/18/2004	38217	2004	3	2	No
Sixty_Lakes	11081	8/1/2005	38565	2005	0	0	No
Sixty_Lakes	11082	8/23/2006	38952	2006	0	0	No
Sixty_Lakes	11083	8/18/2004	38217	2004	4	1	No
Sixty_Lakes	11083	8/1/2005	38565	2005	0	0	No
Sixty_Lakes	11083	8/23/2006	38952	2006	0	0	No
Sixty_Lakes	11084	8/1/2005	38565	2005	0	0	No
Sixty_Lakes	11085	8/1/2005	38565	2005	0	0	Yes
Sixty_Lakes	11086	8/1/2005	38565	2005	0	0	Yes
Sixty_Lakes	11091	8/2/2005	38566	2005	0	0	Yes
Sixty_Lakes	11092	8/2/2005	38566	2005	0	0	Yes
Sixty_Lakes	11093	8/2/2005	38566	2005	0	0	Yes
Sixty_Lakes	11096	8/18/2004	38217	2004	120	99	No
Sixty_Lakes	11096	8/22/2004	38221	2004	159	0	No
Sixty_Lakes	11096	7/15/2005	38548	2005	190	12	No
Sixty_Lakes	11096	8/15/2005	38579	2005	179	12	No
Sixty_Lakes	11096	9/15/2005	38610	2005	102	0	No
Sixty_Lakes	11096	8/15/2006	38944	2006	1	0	No
Sixty_Lakes	11096	8/23/2006	38952	2006	0	0	No
Sixty_Lakes	11096	9/16/2006	38976	2006	0	0	No
Sixty_Lakes	12587	8/18/2004	38217	2004	3	2	No
Sixty_Lakes	12587	8/1/2005	38565	2005	0	0	No
Sixty_Lakes	12587	8/23/2006	38952	2006	0	0	No
Sixty_Lakes	12613	8/4/2005	38568	2005	5	35	No
Sixty_Lakes	12613	8/25/2006	38954	2006	5	14	No
Sixty_Lakes	12615	8/2/2004	38201	2004	2	15	No
Sixty_Lakes	12615	8/1/2005	38565	2005	5	42	No
Sixty_Lakes	12615	8/23/2006	38952	2006	0	0	No
Milestone	20192	6/27/2004	38165	2004	52	39	No
Milestone	20192	7/2/2004	38170	2004	65	69	No
Milestone	20192	7/21/2004	38189	2004	40	22	No
Milestone	20192	9/9/2004	38239	2004	35	15	No
Milestone	20192	7/2/2005	38535	2005	19	45	No
Milestone	20192	7/15/2005	38548	2005	15	5	No
Milestone	20192	9/9/2005	38604	2005	15	12	No
Milestone	20192	8/6/2006	38935	2006	22	10	No
Milestone	20195	6/28/2004	38166	2004	1	0	No
Milestone	20195	7/18/2005	38551	2005	10	4	No
Milestone	20195	8/6/2006	38935	2006	1	2	No
Milestone	20196	6/28/2004	38166	2004	153	43	No
Milestone	20196	7/2/2004	38170	2004	100	44	No
Milestone	20196	7/21/2004	38189	2004	25	16	No
Milestone	20196	9/9/2004	38239	2004	20	15	No
Milestone	20196	7/2/2005	38535	2005	29	13	No
Milestone	20196	7/15/2005	38548	2005	42	2	No
Milestone	20196	9/9/2005	38604	2005	22	12	No
Milestone	20196	8/6/2006	38935	2006	32	15	No
Milestone	20197	6/28/2004	38166	2004	27	0	No
Milestone	20197	7/2/2004	38170	2004	19	2	No
Milestone	20197	7/21/2004	38189	2004	15	5	No
Milestone	20197	9/9/2004	38239	2004	10	2	No
Milestone	20197	7/2/2005	38535	2005	5	4	No
Milestone	20197	7/15/2005	38548	2005	0	9	No
Milestone	20197	7/21/2005	38554	2005	12	4	No
Milestone	20197	9/9/2005	38604	2005	11	0	No
Milestone	20197	8/6/2006	38935	2006	17	5	No
Milestone	20198	6/28/2004	38166	2004	171	117	No
Milestone	20198	7/2/2004	38170	2004	480	100	No
Milestone	20198	7/21/2004	38189	2004	390	125	No
Milestone	20198	9/9/2004	38239	2004	366	119	No
Milestone	20198	7/2/2005	38535	2005	0	0	No
Milestone	20198	7/21/2005	38554	2005	0	1	No
Milestone	20198	9/9/2005	38604	2005	0	0	No
Milestone	20198	8/6/2006	38935	2006	0	0	No
Milestone	20199	6/28/2004	38166	2004	145	75	No
Milestone	20199	7/2/2004	38170	2004	195	89	No
Milestone	20199	7/21/2004	38189	2004	100	79	No
Milestone	20199	9/9/2004	38239	2004	50	22	No
Milestone	20199	7/2/2005	38535	2005	0	0	No
Milestone	20199	7/21/2005	38554	2005	0	2	No
Milestone	20199	9/9/2005	38604	2005	0	0	No
Milestone	20199	8/6/2006	38935	2006	0	0	No
Milestone	21078	6/28/2004	38166	2004	6	10	No
Milestone	21081	6/28/2004	38166	2004	183	132	No
Milestone	21081	7/15/2005	38548	2005	1	0	No
Milestone	21084	6/27/2004	38165	2004	17	6	No
Milestone	21085	6/27/2004	38165	2004	12	1	No
Milestone	21086	6/27/2004	38165	2004	2	8	No
Milestone	21086	7/2/2004	38170	2004	12	5	No
Milestone	21086	7/21/2004	38189	2004	15	7	No
Milestone	21086	9/9/2004	38239	2004	6	1	No
Milestone	21086	7/2/2005	38535	2005	0	1	No
Milestone	21086	7/21/2005	38554	2005	0	4	No
Milestone	21086	9/9/2005	38604	2005	0	2	No
Milestone	21086	8/6/2006	38935	2006	3	3	No
