"","Latitude","Longitude","elevation","precip","tmin","tmean","tmax","Year","MuseumOrField","SampleID","FieldID","Genus","Species","SpeciesName","BdStatus","GEScore","ZEScore","BdMethodology","SwabCollector","PreviouslyReported","Comments","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009","dist.closest.wb","cat.closest.wb","FirstPosDist"
"16",36.2048,-118.196,2439,27.59,23.5,38.4,53.4,1911,"Museum","MVZ3025","MVZ3025","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4733.080704_Datum __",1,0,0,0,1,0,0,0,3.399852859,"distephemeralstream","224.307838890418"
"17",36.2048,-118.196,2439,27.59,23.5,38.4,53.4,1911,"Museum","MVZ3027","MVZ3027","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4733.080704_Datum __",1,0,0,0,1,0,0,0,3.399852859,"distephemeralstream","224.307838890418"
"18",36.2048,-118.196,2439,27.59,23.5,38.4,53.4,1911,"Museum","MVZ3031","MVZ3031","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4733.080704_Datum __",1,0,0,0,1,0,0,0,3.399852859,"distephemeralstream","224.307838890418"
"19",36.2048,-118.196,2439,27.59,23.5,38.4,53.4,1911,"Museum","MVZ3033","MVZ3033","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4733.080704_Datum __",1,0,0,0,1,0,0,0,3.399852859,"distephemeralstream","224.307838890418"
"20",36.3525,-118.2601,2683,18.87,20.1,35.6,51.1,1911,"Museum","MVZ3035","MVZ3035","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1609.344_Datum __",1,0,0,0,1,0,0,0,0.046530052,"distperennialstream","207.635674293925"
"21",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3036","MVZ3036","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"22",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3038","MVZ3038","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"23",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3039","MVZ3039","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"24",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3041","MVZ3041","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"25",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3042","MVZ3042","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"26",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3044","MVZ3044","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"27",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3045","MVZ3045","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"28",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3046","MVZ3046","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"29",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3047","MVZ3047","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"30",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3048","MVZ3048","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"31",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3049","MVZ3049","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"32",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3050","MVZ3050","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"33",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3051","MVZ3051","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"34",36.4341,-118.2671,2988,26.42,17.4,33,48.5,1911,"Museum","MVZ3052","MVZ3052","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum __",1,0,0,0,1,0,0,0,1.972628264,"distswamp","200.030417091355"
"35",37.589,-119.8813,1159,46.78,38.5,52.8,67,1915,"Museum","MVZ5961","MVZ5961","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __",3.318683624,0,0,0,3,0.318683654,0,0,0.014077177,"distperennialstream","35.0968906927305"
"36",37.6525,-119.6326,2152,40.72,32.3,44.2,56,1915,"Museum","MVZ5782","MVZ5782","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1720.388736_Datum __",3.728224039,0,0,0,1,2.728224039,0,0,0,"distswamp","22.1619222669717"
"37",37.6525,-119.6326,2152,40.72,32.3,44.2,56,1915,"Museum","MVZ5788","MVZ5788","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1720.388736_Datum __",3.728224039,0,0,0,1,2.728224039,0,0,0,"distswamp","22.1619222669717"
"38",37.6564,-120.2904,213,20,47.1,60,72.9,1915,"Museum","MVZ5779","MVZ5779","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7678.180224_Datum __",2.396477222,0,0,0,2,0.396477342,0,0,0,"distlakepond","59.7241183132192"
"39",37.6564,-120.2904,213,20,47.1,60,72.9,1915,"Museum","MVZ5780","MVZ5780","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7678.180224_Datum __",2.396477222,0,0,0,2,0.396477342,0,0,0,"distlakepond","59.7241183132192"
"40",37.7385,-120.1419,976,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5686","MVZ5686","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4036.234752_Datum __",2.312208414,0,0,0,2,0.312208503,0,0,0.28205511,"distephemeralstream","44.3641123106845"
"41",37.746,-119.4922,2226,44.73,28.6,42,55.4,1915,"Museum","MVZ5987","MVZ5987","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 323.478144_Datum __",2.259295225,0,0,0,1,0.259295315,0,1,0.666252115,"distperennialstream","18.7311413474659"
"42",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5687","MVZ5687","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"43",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5688","MVZ5688","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"44",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5689","MVZ5689","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"45",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5690","MVZ5690","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"46",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5691","MVZ5691","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"47",37.7535,-120.1058,854,40.03,36.7,52.5,68.3,1915,"Museum","MVZ5692","MVZ5692","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 7568.744832_Datum __",2.259295225,0,0,0,2,0.259295315,0,0,0.056263012,"distperennialstream","40.8465118759464"
"48",37.766,-119.2734,3201,52.72,19.4,30.3,41.3,1915,"Museum","MVZ5797","MVZ5797","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 170.5810152_Datum __",2.250062704,0,0,0,1,0.250062644,0,1,0.428067895,"distlakepond","35.2113241699822"
"49",37.7722,-119.2575,3049,50.48,17.6,31.8,46,1915,"Museum","MVZ5798","MVZ5798","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 184.7539104_Datum __",2.250062704,0,0,0,1,0.250062644,0,1,0.853439698,"distperennialstream","36.3889538988545"
"50",37.7722,-119.2575,3049,50.48,17.6,31.8,46,1915,"Museum","MVZ5799","MVZ5799","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 184.7539104_Datum __",2.250062704,0,0,0,1,0.250062644,0,1,0.853439698,"distperennialstream","36.3889538988545"
"51",37.777,-119.2609,2957,50.48,17.6,31.8,46,1915,"Museum","MVZ5802","MVZ5802","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 162.192_Datum __",2.250170231,0,0,0,1,0.250170261,0,1,1.359179558,"distperennialstream","35.9717974626283"
"52",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5963","MVZ5963","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"53",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5964","MVZ5964","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"54",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5965","MVZ5965","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"55",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5966","MVZ5966","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"56",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5969","MVZ5969","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"57",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5970","MVZ5970","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"58",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5972","MVZ5972","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"59",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5977","MVZ5977","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"60",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5978","MVZ5978","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"61",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5979","MVZ5979","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"62",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5981","MVZ5981","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"63",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5982","MVZ5982","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"64",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5983","MVZ5983","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"65",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5984","MVZ5984","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"66",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5986","MVZ5986","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"67",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5989","MVZ5989","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"68",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5991","MVZ5991","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"69",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5994","MVZ5994","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"70",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5997","MVZ5997","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"71",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ5999","MVZ5999","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"72",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6001","MVZ6001","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"73",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6008","MVZ6008","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"74",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6014","MVZ6014","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"75",37.7876,-119.341,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6015","MVZ6015","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 403.945344_Datum __",3.251257896,0,0,0,2,0.251257986,0,1,1.16071417,"distlakepond","28.8383838696776"
"76",37.8053,-119.5563,2460,47.7,28,41.4,54.8,1915,"Museum","MVZ5775","MVZ5775","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1610.953344_Datum __",10,0,0,0,1,8,0,1,1.882868546,"distperennialstream","10.3418188431949"
"77",37.8053,-119.5563,2460,47.7,28,41.4,54.8,1915,"Museum","MVZ5803","MVZ5803","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1610.953344_Datum __",10,0,0,0,1,8,0,1,1.882868546,"distperennialstream","10.3418188431949"
"78",37.8053,-119.5563,2460,47.7,28,41.4,54.8,1915,"Museum","MVZ5804","MVZ5804","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1610.953344_Datum __",10,0,0,0,1,8,0,1,1.882868546,"distperennialstream","10.3418188431949"
"79",37.8082,-119.3255,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6027","MVZ6027","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum __",1.273260355,0,0,0,1,0.273260295,0,0,0.349734408,"distlakepond","29.7085868108726"
"80",37.8082,-119.3255,3155,46.15,19.2,32.1,45.1,1915,"Museum","MVZ6017","MVZ6017","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum __",1.273260355,0,0,0,1,0.273260295,0,0,0.349734408,"distlakepond","29.7085868108726"
