Continent.Region,Country,LocationDescription,Latitude,Longitude,Elevation.m.,DateCollected,Month,Day,Year,Decade,MuseumOrField,SampleID,FieldID,Order,Family,Genus,Species,Subspecies,SpeciesName,Lifestage,BdStatus,GEScore,ZEScore,BdMethodology,SwabCollector,PreviouslyReported,Comments,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,HFP2009,croplands2005,Built2009,NavWater2009,Popdensity2010,Roads,Railways,Pasture2009,distplaya,disticemass,distlakepond,distreservoir,distswamp,distestuary,distintermittentstream,distperennialstream,distephemeralstream,distcanalditch
NorthAmerica,United States,California_San Bernardino County_San Bernardino Mts.,34.1290341,-117.0033443,1704.9,1923,NA,NA,1923,1920s,Museum,SM292,MVZ9218,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 44490.31488_Datum _MaNIS georeferencing guidelines_Estimated elevation using GPS Visualizer,160,163,49,5875,347,18,329,98,236,240,91,475,91,3,79,244,15,26,240,4.62954807281494,0,0,0,3,1.62954795360565,0,0,0.244402179675037,2.75558894371016,0.0216724377425876,0.0269289934054951,0.0641120318397277,1.0757552949854,0.0126052712450957,0.010245138534834,0.00119921758079873,0.0281984608143472
NorthAmerica,United States,"California_San Bernardino County_San Bernardino Mts., Santa Ana River",34.1431992,-117.0677172,1677,1907,NA,NA,1907,1900s,Museum,SM290,MVZ715,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,1,0.0212,1.7,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) 42697.505664_Datum _MaNIS georeferencing guidelines_,160,163,49,5875,347,18,329,98,236,240,91,475,91,3,79,244,15,26,240,5.28561115264893,0,0,0,4,0.285611063241959,0,0,0.296697260771749,2.70806118545585,0.0550265010331094,0.0708781034238312,0.0352075937745229,1.02602503787239,0.0208687450332668,0.00328010198963553,0.00197416944049066,0.0342795712638341
NorthAmerica,United States,"California_San Bernardino County_Fish Creek, San Bernardino Mts.",34.16861,-116.81556,1982,1905,NA,NA,1905,1900s,Museum,SM294,MVZ772,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 806.281344_Datum _MaNIS georeferencing guidelines_,87,156,47,6099,269,-57,326,22,144,169,17,609,103,4,69,295,42,54,289,9,0,0,0,1,8,0,0,0.0804315705645384,2.82067280166597,0.0486015879933598,0.0996559093862149,0.0536128103457185,1.26169490319353,0.00897063445939628,9.14286937390863e-05,0.00227248222487567,0.0920666211717611
NorthAmerica,United States,"California_San Bernardino County_E Fork City Creek, 0.1 mi downstream from confluence with Schenk Creek, San Bernardino National Forest",34.1771766,-117.1818397,723.7,1999,NA,NA,1999,1990s,Museum,SM289,MVZ230142,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,1,NA,192.8,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZE's 84.8_300.8_Coordinate error (m) 1821.777408_Datum _MaNIS georeferencing guidelines_Estimated elevation using GPS Visualizer,136,159,47,6234,323,-10,333,70,217,219,62,642,120,2,83,340,16,32,331,20,0,0,0,7,8,0,0,0.304687961686588,2.61816714082629,0.0311591448748892,0.0416939325424518,0.130290867793193,0.947812836851122,0.00712793727240003,0.000610369266834326,0.004596823153371,0.0306966093571005
NorthAmerica,United States,"California_San Bernardino County_Barton Creek, San Bernardino Mts.",34.18444,-116.92083,1829,1910,NA,NA,1910,1910s,Museum,SM297,MVZ4389,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 3220.297344_Datum _MaNIS georeferencing guidelines_,82,157,48,6013,263,-61,324,18,138,163,13,657,114,4,73,326,41,49,320,2.33946657180786,0,0,0,1,1.33946645259857,0,0,0.145491768474188,2.75343562064686,0.0182527561412827,0.0713303208882126,0.127955025157876,1.17457196409566,0.0150012782361506,3.75683228809702e-05,0.00241654399528902,0.0475052609248155
NorthAmerica,United States,"California_Los Angeles County_E Fork of West Fork Mohave River, 1.25 mi E Cedar Springs Camp",34.3545116,-117.856104,1037,1939,NA,NA,1939,1930s,Museum,SM296,MVZ28278,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,1,0.00381,0.3,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) 4113.483264_Datum _MaNIS georeferencing guidelines_,117,141,44,6271,295,-20,315,51,200,203,46,601,114,2,85,327,14,29,312,9,0,0,0,1,8,0,0,0.282681672211074,2.16739175489502,0.0357190521375536,0.0710764635896582,0.180623759205587,0.725766264257953,0.0157918631856088,0.00895398021737196,0.00159033806248848,0.0378658674942026
NorthAmerica,United States,"California_Los Angeles County_E Fork of West Fork Mohave River, 1.25 mi E Cedar Springs Camp",34.3545116,-117.856104,1037,1939,NA,NA,1939,1930s,Museum,SM291,MVZ28276,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 4113.483264_Datum _MaNIS georeferencing guidelines_,117,141,44,6271,295,-20,315,51,200,203,46,601,114,2,85,327,14,29,312,9,0,0,0,1,8,0,0,0.282681672211074,2.16739175489502,0.0357190521375536,0.0710764635896582,0.180623759205587,0.725766264257953,0.0157918631856088,0.00895398021737196,0.00159033806248848,0.0378658674942026
NorthAmerica,United States,"California_Los Angeles County_E Fork of West Fork Mohave River, 1.25 mi E Cedar Springs Camp",34.3545116,-117.856104,1037,1939,NA,NA,1939,1930s,Museum,SM295,MVZ28280,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 4113.483264_Datum _MaNIS georeferencing guidelines_,117,141,44,6271,295,-20,315,51,200,203,46,601,114,2,85,327,14,29,312,9,0,0,0,1,8,0,0,0.282681672211074,2.16739175489502,0.0357190521375536,0.0710764635896582,0.180623759205587,0.725766264257953,0.0157918631856088,0.00895398021737196,0.00159033806248848,0.0378658674942026
NorthAmerica,United States,California_Kern County_Fort Tejon,34.8760033,-118.89392,962.7,1961,NA,NA,1971,1970s,Museum,MVZ95870,MVZ95870,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 1609.344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,133,43,6263,321,12,309,81,228,230,72,363,65,1,82,191,6,13,179,11,0,0,0,2,8,0,0,0.294141241146268,1.55261348645427,0.00269919703181095,0.0968409067751643,0.035806679089471,0.792073262097375,0.000450420416381828,0.00432750054293056,0.00156469966989931,0.00849076980504668
NorthAmerica,United States,"California_Kern County_Sand Canyon, 3.1 mi W Hwy. 14, 20 mi S junction of Brown Rd. and Hwy. 14",35.10909,-118.31852,1220,1978,NA,NA,1978,1970s,Museum,MVZ172776,MVZ172776,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,1,0.000154,0.01232,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) 1207.008_Datum _not recorded_,142,143,42,6824,329,-4,333,72,207,234,63,249,44,2,75,125,12,12,120,19,0,0,0,2,8,8,1,0.0197612697516131,1.3149426558706,0.00817196869715456,0.0557214722269767,0.424680901158881,1.26442332190398,0.00031303667404478,0.233419298041062,0.00400685113327244,0.0615803544760123
NorthAmerica,United States,"California_Kern County_Sand Canyon, 3.1 mi W Hwy. 14, 20 mi S junction of Brown Rd. and Hwy. 14",35.10909,-118.31852,1220,1978,NA,NA,1978,1970s,Museum,MVZ172777,MVZ172777,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,1,NA,11.976,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZEs 16.08_32.96_Coordinate error (m) 1207.008_Datum _not recorded_,142,143,42,6824,329,-4,333,72,207,234,63,249,44,2,75,125,12,12,120,19,0,0,0,2,8,8,1,0.0197612697516131,1.3149426558706,0.00817196869715456,0.0557214722269767,0.424680901158881,1.26442332190398,0.00031303667404478,0.233419298041062,0.00400685113327244,0.0615803544760123
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96883,MVZ96883,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96884,MVZ96884,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96885,MVZ96885,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96886,MVZ96886,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96888,MVZ96888,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,"California_Kern County_Keene Fire Substation, Keene, Hwy. 58",35.2225225,-118.56087,803.8,1961,NA,NA,1970,1970s,Museum,MVZ96889,MVZ96889,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,146,143,43,6662,331,3,328,78,235,235,68,320,56,2,78,163,10,10,153,20,0,0,0,2,8,8,1,0.228951534385963,1.1748489299838,0.00237524043890133,0.105363540708563,0.300431507709271,1.23372193187521,0.00131628991631731,0.0854640090487139,0.00643082200542502,0.0692648162807549
NorthAmerica,United States,California_Kern County_3 mi W Paris-Loraine,35.3064043,-118.4895032,756.9,1961,NA,NA,1967,1960s,Museum,MVZ81766,MVZ81766,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 6517.8432_Datum _not recorded_Estimated elevation using GPS Visualizer,133,140,43,6519,315,-6,321,65,220,220,57,320,55,2,78,160,12,12,154,2.25006008148193,0,0,0,2,0.250060081481934,0,0,0.229365051109779,1.09475745502575,0.036470432828855,0.0975014303886287,0.362106058950157,1.34046647271531,0.0287370884221835,0.000715477926355228,0.00347141373110711,0.0701889065320273
NorthAmerica,United States,California_Kern County_8.9 mi WSW of Kelso Valley Rd. on Piute Mt. Rd.,35.4457221,-118.3110784,1913,1983,NA,NA,1986,1980s,Museum,MVZ227481,MVZ227481,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 3580.7904_Datum _not recorded_Estimated elevation using GPS Visualizer,115,137,43,6422,296,-19,315,48,201,201,42,396,69,4,75,197,18,18,193,4,0,0,0,2,0,0,2,0.327243288233063,0.989531801610072,0.0311406461569656,0.250249164989671,0.222301429565592,1.54817510494541,0.00361066540252969,0.0117717590441303,0.00105886327523189,0.0941856801942704
NorthAmerica,United States,"California_Kern County_head of Mill Cr., 2000 m, Mt. Breckenridge, Kern Co., Ca.",35.45719999,-118.5839167,2000,1976,NA,NA,1987,1980s,Museum,CAS187951,CAS187951,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_,127,139,44,6363,307,-8,315,61,212,212,54,422,74,2,78,213,13,21,205,2.25100994110107,0,0,0,2,0.251010000705719,0,0,0.407096956131938,0.9399637523594,0.0463539370655038,0.0824600414691648,0.186364793403102,1.44073263344004,0.00376437518270554,0.0100432478894277,8.45581396133882e-05,0.0937132083684069
NorthAmerica,United States,"California_Kern County_California: Kern Co.: Sequoia National Forest, Piute Mtns, Cold Spring, T28S R33E S26 (SE 1/4 of NE 1/4), 35 28 01.3 N, 118 23 43.8 W, 7920 ft",35.46702778,-118.3955,2415,2004,NA,NA,2001,2000s,Museum,CAS219684,CAS219684,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _Garmin 12 GPS_,110,135,43,6225,288,-19,307,45,194,194,40,454,80,4,78,227,17,27,221,2,0,0,0,2,0,0,0,0.349044734284969,0.948842687095136,0.0526806897307848,0.179361915318904,0.211362305826968,1.52625180259566,0.00550510021033062,0.0183192857748859,0.0028806722003866,0.096916030019805
NorthAmerica,United States,"California_Kern County_Breckenridge Mt. Campground, S of Walker Pass",35.4676402,-118.58111,2009.5,2001,NA,NA,1952,1950s,Museum,SM165,MVZ63389,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 160.9344_Datum _not recorded_Estimated elevation using GPS Visualizer,127,139,44,6363,307,-8,315,61,212,212,54,422,74,2,78,213,13,21,205,2.25198483467102,0,0,0,2,0.251984775066376,0,0,0.414264088959655,0.929524969858564,0.0568260974695151,0.091314973257719,0.177573152531498,1.4514919063967,0.00103947435572412,0.000168117448236702,0.00103947435572412,0.0947714143563136
NorthAmerica,United States,"California_Kern County_CA, Kern Co., S side of Hwy. 178, 6.4 mi. SW of Democrat Hot Spgs.",35.47531665,-118.7225334,449.9,1976,NA,NA,1970,1970s,Museum,CAS199457,CAS199457,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer,171,151,43,6954,362,17,345,99,262,262,87,304,55,1,78,157,7,7,144,11,0,0,0,2,8,0,1,0.510488746254737,0.932349256145107,0.0342590678190444,0.13980955218985,0.171427040826565,1.41530341472869,0.00937918481324748,0.00223276674430886,0.00263652733543046,0.00542552998909145
NorthAmerica,United States,California_Kern County_Kern River Canyon at Lucas Creek,35.484143,-118.70962,493.1,1974,NA,NA,1975,1970s,Museum,MVZ128320,MVZ128320,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 80.4672_Datum _not recorded_Estimated elevation using GPS Visualizer,171,151,43,6954,362,17,345,99,262,262,87,304,55,1,78,157,7,7,144,11,0,0,0,2,8,0,1,0.507605869310792,0.92176060309136,0.0426991949153185,0.14434786901902,0.158321284857113,1.42723630004504,0.0115885900624117,6.30659592601695e-05,0.00546350037339401,0.021004005121814
NorthAmerica,United States,California_Kern County_Kern River Canyon at Lucas Creek,35.484143,-118.70962,493.1,1974,NA,NA,1975,1970s,Museum,MVZ128321,MVZ128321,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 80.4672_Datum _not recorded_Estimated elevation using GPS Visualizer,171,151,43,6954,362,17,345,99,262,262,87,304,55,1,78,157,7,7,144,11,0,0,0,2,8,0,1,0.507605869310792,0.92176060309136,0.0426991949153185,0.14434786901902,0.158321284857113,1.42723630004504,0.0115885900624117,6.30659592601695e-05,0.00546350037339401,0.021004005121814
NorthAmerica,United States,California_Kern County_Kern River Canyon,35.4985789,-118.6938205,636.7,1982,NA,NA,1982,1980s,Museum,MVZ178528,MVZ178528,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,1,0.00604,0.4832,qPCR (Vredenburg Lab),Sam McNally,NA,1 of 2 qPCR's 1_Coordinate error (m) 16173.9072_Datum _not recorded_Estimated elevation using GPS Visualizer,171,151,43,6954,362,17,345,99,262,262,87,304,55,1,78,157,7,7,144,11,0,0,0,2,8,0,1,0.507426078808892,0.905394130343202,0.0604682362307379,0.132907942901941,0.139499571527748,1.44542791809532,0.00135268860577763,0.0163177037342047,0.00397302460956206,0.0423573449060385
NorthAmerica,United States,California_Kern County_15.5 mi S (by road) Weldon,35.5023227,-118.2021703,1198.1,1976,NA,NA,1980,1980s,Museum,MVZ193544,MVZ193544,Anura,Bufonidae,Bufo,boreas,NA,Bufo boreas,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 3218.688_Datum _not recorded_Estimated elevation using GPS Visualizer,133,146,43,6714,322,-12,334,64,197,223,55,338,60,3,76,171,16,16,167,4,0,0,0,2,0,0,2,0.283061204900373,0.970271830095794,0.0096584945323976,0.209688325519417,0.191915971738854,1.65330158353451,0.00262922978631708,0.00191046248682872,0.00254144376782578,0.048314974811378
